original;connected;weight;SENS UNIQUE;trafic
3.20304, 50.60596;3.20237, 50.60631;19;0;0
3.20305, 50.66559;3.20413, 50.66575;16;0;2
3.20305, 50.66559;3.20415, 50.66729;56;0;2
3.20305, 50.68148;3.20213, 50.6812;13;0;2
3.20305, 50.68148;3.20346, 50.68027;36;0;2
3.2031, 50.59698;3.20241, 50.59735;6;0;1
3.20311, 50.62058;3.20319, 50.621;14;0;4
3.20311, 50.67432;3.20222, 50.67383;14;0;0
3.20311, 50.67432;3.20292, 50.67489;14;0;1
3.20311, 50.67432;3.20222, 50.67383;14;0;0
3.20311, 50.67432;3.20292, 50.67489;14;0;1
3.20313, 50.69567;3.20364, 50.69539;8;0;0
3.20313, 50.69567;3.20248, 50.6953;12;0;0
3.20313, 50.69689;3.20279, 50.69666;9;0;0
3.20316, 50.60898;3.20266, 50.60911;7;0;0
3.20316, 50.60898;3.20337, 50.6093;8;0;0
3.20318, 50.68257;3.2047, 50.68106;115;0;0
3.20318, 50.68257;3.20485, 50.68354;18;0;0
3.20319, 50.621;3.19714, 50.62104;138;0;4
3.20319, 50.621;3.20355, 50.62278;56;0;4
3.20321, 50.59445;3.20291, 50.59468;14;0;0
3.20324, 50.70645;3.20341, 50.70631;5;0;2
3.20324, 50.70645;3.20347, 50.70657;4;1;0
3.20325, 50.60594;3.20304, 50.60596;17;0;0
3.20325, 50.60594;3.20343, 50.60541;12;0;0
3.20326, 50.70304;3.20369, 50.70253;127;0;0
3.20326, 50.71448;3.2051, 50.71414;186;0;2
3.20326, 50.71448;3.2027, 50.71464;8;0;0
3.20329, 50.66778;3.20414, 50.66843;19;0;0
3.20329, 50.66778;3.20278, 50.66806;6;0;0
3.2033, 50.66406;3.20366, 50.66422;5;0;2
3.2033, 50.66406;3.20309, 50.66503;18;0;2
3.20331, 50.667;3.20392, 50.66743;14;0;0
3.20331, 50.667;3.20278, 50.66806;29;0;0
3.20335, 50.69797;3.20284, 50.69833;8;0;0
3.20339, 50.66365;3.20362, 50.66376;16;0;1
3.20339, 50.66365;3.204, 50.66315;12;0;2
3.2034, 50.67215;3.20176, 50.67133;22;0;0
3.2034, 50.67215;3.20287, 50.67257;100;1;0
3.2034, 50.70013;3.20298, 50.7004;4;0;0
3.20341, 50.70631;3.20412, 50.70587;16;0;2
3.20346, 50.68027;3.2047, 50.68106;18;0;1
3.20347, 50.70657;3.20387, 50.70678;8;1;0
3.20347, 50.70657;3.2024, 50.70754;138;0;2
3.20348, 50.59917;3.20513, 50.59896;39;0;3
3.20348, 50.69674;3.20393, 50.69624;39;1;0
3.20348, 50.69674;3.20293, 50.69654;14;0;1
3.20351, 50.6702;3.20292, 50.67059;6;0;0
3.20353, 50.66182;3.20844, 50.65903;493;0;4
3.20355, 50.5956;3.20337, 50.59544;6;0;2
3.20355, 50.62278;3.20381, 50.62402;18;0;4
3.20355, 50.62278;3.19696, 50.62282;106;0;4
3.20355, 50.68973;3.20423, 50.68965;10;0;2
3.20355, 50.68973;3.20405, 50.68911;15;0;0
3.20356, 50.69886;3.20439, 50.69876;18;1;0
3.20358, 50.7013;3.20272, 50.70196;16;0;0
3.2036, 50.66952;3.20281, 50.66968;19;0;0
3.2036, 50.67367;3.20311, 50.67432;18;0;1
3.2036, 50.67367;3.20483, 50.67406;28;1;0
3.2036, 50.70991;3.20427, 50.71028;14;0;0
3.2036, 50.70991;3.20254, 50.71066;11;0;0
3.20362, 50.66376;3.20466, 50.66423;35;0;1
3.20362, 50.66376;3.2033, 50.66406;28;0;2
3.20363, 50.70495;3.20301, 50.70529;7;0;0
3.20364, 50.69539;3.2042, 50.6951;112;0;3
3.20365, 50.69594;3.20393, 50.69624;84;0;0
3.20365, 50.69594;3.20433, 50.6956;13;0;0
3.20366, 50.61087;3.20302, 50.60983;19;0;0
3.20366, 50.61087;3.20525, 50.61049;37;0;1
3.20369, 50.60163;3.21944, 50.60305;229;0;9
3.20369, 50.70253;3.20272, 50.70196;22;1;2
3.20369, 50.70253;3.20385, 50.70238;5;0;0
3.2037, 50.69479;3.2039, 50.6949;2;0;0
3.20375, 50.68454;3.20199, 50.68375;89;1;0
3.20375, 50.68454;3.20485, 50.68354;48;1;5
3.20384, 50.69954;3.20196, 50.69893;26;0;0
3.20384, 50.69954;3.20401, 50.69949;2;1;0
3.20385, 50.70238;3.20272, 50.70196;9;0;0
3.20386, 50.69979;3.2034, 50.70013;6;0;0
3.20387, 50.70416;3.20237, 50.70433;171;1;1
3.20387, 50.70416;3.20277, 50.70333;175;1;0
3.20387, 50.70416;3.20454, 50.70459;48;0;6
3.20387, 50.70484;3.20595, 50.70616;45;0;2
3.20387, 50.70484;3.20363, 50.70495;2;0;0
3.20387, 50.70678;3.20314, 50.70736;143;0;6
3.20387, 50.70678;3.20468, 50.7073;25;1;0
3.20389, 50.67616;3.20471, 50.67668;9;0;0
3.20389, 50.67616;3.20471, 50.67668;9;0;0
3.20392, 50.59688;3.20366, 50.59656;1;0;2
3.20392, 50.59688;3.2031, 50.59698;6;0;1
3.20392, 50.66743;3.20329, 50.66778;8;0;0
3.20392, 50.66743;3.20453, 50.66807;14;0;0
3.20393, 50.69624;3.20449, 50.6969;94;0;0
3.20394, 50.69964;3.20384, 50.69954;1;1;0
3.20394, 50.69964;3.20386, 50.69979;2;0;0
3.20394, 50.7105;3.20394, 50.7105;0;1;2
3.20395, 50.70101;3.20358, 50.7013;6;0;0
3.20396, 50.66621;3.20497, 50.66683;17;0;2
3.20396, 50.66621;3.20435, 50.66718;20;0;0
3.20397, 50.67168;3.2034, 50.67215;10;1;0
3.20397, 50.70965;3.2036, 50.70991;4;0;0
3.20398, 50.60688;3.2046, 50.60663;8;0;0
3.204, 50.66315;3.20412, 50.6632;0;0;2
3.204, 50.66315;3.20395, 50.66305;2;0;2
3.20401, 50.59482;3.20321, 50.59445;16;1;0
3.20401, 50.59482;3.20557, 50.59364;119;0;2
3.20401, 50.69949;3.20406, 50.6996;1;1;0
3.20402, 50.70227;3.20385, 50.70238;4;0;0
3.20403, 50.69085;3.20452, 50.69084;5;0;0
3.20403, 50.6975;3.20313, 50.69689;18;0;0
3.20403, 50.6975;3.20335, 50.69797;10;0;0
3.20405, 50.63332;3.206, 50.63482;702;0;0
3.20405, 50.66985;3.20351, 50.6702;7;0;0
3.20405, 50.66985;3.2036, 50.66952;11;0;0
3.20405, 50.68911;3.20215, 50.6886;49;0;0
3.20406, 50.67321;3.20282, 50.67261;14;1;0
3.20406, 50.67321;3.2036, 50.67367;9;0;1
3.20406, 50.6996;3.20394, 50.69964;1;1;0
3.20409, 50.71256;3.20326, 50.71448;38;0;0
3.20411, 50.69856;3.20356, 50.69886;100;1;0
3.20412, 50.70587;3.2056, 50.70669;20;0;0
3.20413, 50.6441;3.20414, 50.63765;184;0;4
3.20413, 50.6441;3.20558, 50.64339;12;0;1
3.20413, 50.66575;3.2056, 50.66624;34;0;0
3.20413, 50.66575;3.20396, 50.66621;8;0;0
3.20413, 50.68593;3.2027, 50.68796;25;0;0
3.20414, 50.69369;3.20275, 50.69421;9;0;1
3.20415, 50.66729;3.20392, 50.66743;3;0;0
3.20415, 50.66729;3.20473, 50.66784;13;0;2
3.2042, 50.6951;3.2039, 50.6949;15;0;0
3.20423, 50.67466;3.20311, 50.67432;22;0;0
3.20423, 50.68965;3.20554, 50.69026;166;0;0
3.20423, 50.68965;3.2074, 50.68613;102;0;2
3.20424, 50.69978;3.20406, 50.6996;3;0;0
3.20424, 50.69978;3.20386, 50.69979;3;1;0
3.20425, 50.69866;3.20411, 50.69856;112;1;0
3.20426, 50.66537;3.20413, 50.66575;9;0;0
3.20426, 50.66537;3.20355, 50.66528;9;0;0
3.20427, 50.67302;3.20406, 50.67321;3;0;1
3.20427, 50.67302;3.2054, 50.67347;49;1;0
3.20427, 50.69703;3.20348, 50.69674;13;0;1
3.20427, 50.69703;3.20449, 50.6969;4;1;0
3.20427, 50.71028;3.20465, 50.71073;12;0;0
3.20427, 50.71028;3.20394, 50.7105;9;0;2
3.20431, 50.68473;3.20375, 50.68454;9;1;0
3.20433, 50.6956;3.20468, 50.69543;6;0;0
3.20435, 50.66718;3.20487, 50.66769;11;0;2
3.20435, 50.66718;3.20415, 50.66729;4;0;0
3.20439, 50.59323;3.20557, 50.59364;70;0;2
3.20439, 50.59323;3.20321, 50.59445;27;0;0
3.20439, 50.69876;3.20425, 50.69866;66;1;0
3.20444, 50.67543;3.20389, 50.67616;14;0;0
3.20444, 50.67543;3.20292, 50.67489;63;1;0
3.20445, 50.6061;3.20474, 50.60286;126;0;2
3.20445, 50.6061;3.20325, 50.60594;33;0;0
3.20449, 50.6915;3.20486, 50.69163;15;1;1
3.20449, 50.6969;3.20514, 50.69652;11;1;0
3.20452, 50.69084;3.20579, 50.69093;30;0;0
3.20452, 50.69084;3.20554, 50.69026;32;0;0
3.20452, 50.70924;3.20397, 50.70965;6;0;0
3.20453, 50.66807;3.20507, 50.6692;15;0;0
3.20454, 50.61188;3.20455, 50.61147;9;0;2
3.20454, 50.61188;3.20531, 50.61194;192;1;0
3.20454, 50.70459;3.20387, 50.70484;7;0;0
3.20454, 50.70459;3.20616, 50.70582;44;0;0
3.20455, 50.69786;3.20403, 50.6975;9;0;0
3.20455, 50.69786;3.20352, 50.69847;38;0;0
3.20456, 50.67271;3.20427, 50.67302;5;0;1
3.20456, 50.67271;3.2034, 50.67215;17;0;0
3.20459, 50.70407;3.20326, 50.70304;40;1;0
3.20459, 50.70407;3.20387, 50.70416;176;1;1
3.2046, 50.60663;3.20501, 50.60702;12;0;2
3.2046, 50.60663;3.20497, 50.60624;10;0;0
3.2046, 50.60944;3.20542, 50.60925;77;0;2
3.2046, 50.60944;3.20316, 50.60898;43;0;0
3.20464, 50.70907;3.20452, 50.70924;2;0;0
3.20465, 50.71073;3.20485, 50.71077;2;1;0
3.20466, 50.66423;3.2048, 50.6643;3;0;1
3.20466, 50.66423;3.20426, 50.66537;30;0;0
3.20468, 50.60786;3.2059, 50.60759;26;0;0
3.20468, 50.60786;3.20398, 50.60688;16;0;0
3.20468, 50.69543;3.2042, 50.6951;6;0;0
3.20468, 50.7073;3.20493, 50.70864;31;0;2
3.20469, 50.66892;3.20414, 50.66843;15;0;0
3.20469, 50.66892;3.2036, 50.66952;51;0;0
3.2047, 50.68106;3.20573, 50.68172;127;0;1
3.2047, 50.68106;3.20631, 50.67957;108;0;0
3.20471, 50.5952;3.20355, 50.5956;163;0;2
3.20471, 50.5952;3.20622, 50.59457;144;0;2
3.20471, 50.5952;3.20401, 50.59482;13;1;0
3.20471, 50.67668;3.20576, 50.67738;11;0;0
3.20471, 50.67668;3.20576, 50.67738;11;0;0
3.20472, 50.69901;3.20439, 50.69876;12;0;0
3.20472, 50.69901;3.20542, 50.69954;20;0;0
3.20472, 50.69901;3.20401, 50.69949;17;0;0
3.20479, 50.70269;3.20385, 50.70238;7;0;0
3.20479, 50.70269;3.20402, 50.70227;19;0;2
3.2048, 50.59665;3.2057, 50.59656;7;0;0
3.2048, 50.59665;3.20495, 50.59824;21;0;0
3.2048, 50.59665;3.20392, 50.59688;7;0;1
3.2048, 50.6643;3.20702, 50.66519;22;0;1
3.2048, 50.6643;3.20597, 50.66375;40;0;2
3.20483, 50.67406;3.20423, 50.67466;94;1;0
3.20483, 50.67406;3.20533, 50.67428;98;0;2
3.20483, 50.70179;3.20358, 50.7013;14;0;0
3.20483, 50.70179;3.20402, 50.70227;18;0;0
3.20485, 50.68354;3.20601, 50.68421;16;0;0
3.20485, 50.71077;3.20465, 50.71073;2;1;0
3.20485, 50.71077;3.20505, 50.71081;93;0;2
3.20486, 50.67479;3.20423, 50.67466;7;0;0
3.20486, 50.67479;3.20444, 50.67543;11;0;0
3.20486, 50.69163;3.20514, 50.69212;26;0;1
3.20486, 50.69163;3.20501, 50.69139;13;1;1
3.20487, 50.66769;3.20536, 50.66795;39;0;2
3.20487, 50.70033;3.20424, 50.69978;8;0;0
3.20487, 50.70033;3.20395, 50.70101;20;0;0
3.20489, 50.59275;3.20439, 50.59323;10;0;0
3.20489, 50.59275;3.20205, 50.59042;69;0;4
3.20489, 50.674;3.20483, 50.67406;86;1;0
3.20489, 50.674;3.20541, 50.6742;93;0;2
3.20492, 50.67088;3.20351, 50.6702;93;1;0
3.20492, 50.67088;3.20397, 50.67168;15;1;0
3.20493, 50.70864;3.20464, 50.70907;152;0;0
3.20493, 50.70864;3.20547, 50.70889;6;1;0
3.20495, 50.59824;3.20592, 50.59798;18;0;2
3.20495, 50.59824;3.20499, 50.59843;2;0;0
3.20497, 50.60624;3.20702, 50.60527;44;0;0
3.20497, 50.60624;3.20445, 50.6061;12;0;0
3.20497, 50.66683;3.20435, 50.66718;15;0;2
3.20497, 50.66683;3.2054, 50.66706;12;0;2
3.20497, 50.68496;3.20413, 50.68593;15;0;0
3.20497, 50.68496;3.20431, 50.68473;20;1;0
3.20497, 50.69183;3.20692, 50.69105;27;0;0
3.20499, 50.59843;3.20513, 50.59896;6;0;0
3.20499, 50.59843;3.20398, 50.59863;17;0;0
3.20501, 50.69139;3.20449, 50.6915;10;1;1
3.20502, 50.60839;3.20468, 50.60786;9;0;0
3.20504, 50.67238;3.20531, 50.67258;6;0;0
3.20504, 50.67238;3.20456, 50.67271;6;0;1
3.20504, 50.67238;3.20397, 50.67168;32;1;0
3.20505, 50.69823;3.20455, 50.69786;9;0;0
3.20505, 50.69823;3.20425, 50.69866;20;0;0
3.20505, 50.71081;3.20494, 50.71089;3;0;0
3.20507, 50.6692;3.20469, 50.66892;9;0;0
3.20507, 50.6692;3.20405, 50.66985;11;0;0
3.2051, 50.71414;3.2057, 50.71435;22;1;2
3.20511, 50.69206;3.20706, 50.69125;119;0;3
3.20513, 50.59896;3.20515, 50.59903;1;0;0
3.20514, 50.69652;3.20576, 50.69617;41;1;0
3.20514, 50.69652;3.20433, 50.6956;32;1;0
3.20515, 50.59903;3.20552, 50.60006;10;0;0
3.20516, 50.59256;3.20489, 50.59275;4;0;0
3.20516, 50.59256;3.20576, 50.59141;43;0;2
3.2052, 50.70296;3.20479, 50.70269;7;0;0
3.20521, 50.5956;3.2048, 50.59665;16;0;1
3.20521, 50.5956;3.20471, 50.5952;30;0;0
3.20525, 50.61049;3.20592, 50.61052;4;0;1
3.20525, 50.61049;3.2046, 50.60944;22;0;0
3.20526, 50.68507;3.20497, 50.68496;2;1;0
3.20526, 50.68507;3.20601, 50.68421;162;0;0
3.20529, 50.70167;3.20395, 50.70101;16;0;0
3.20529, 50.70167;3.20483, 50.70179;11;0;0
3.20531, 50.61194;3.20596, 50.61161;16;0;0
3.20531, 50.61194;3.20656, 50.61218;190;1;0
3.20531, 50.67258;3.20572, 50.67287;8;0;0
3.20531, 50.67258;3.20491, 50.67293;105;0;2
3.20532, 50.69293;3.20587, 50.69283;13;1;1
3.20532, 50.69293;3.20414, 50.69369;28;0;1
3.20536, 50.66795;3.20599, 50.66728;8;0;2
3.20536, 50.66795;3.20637, 50.66835;10;0;2
3.20536, 50.69743;3.2057, 50.69715;114;1;0
3.20536, 50.69743;3.20455, 50.69786;31;1;0
3.20536, 50.69743;3.20427, 50.69703;21;0;1
3.2054, 50.66706;3.20599, 50.66728;5;0;2
3.2054, 50.67347;3.20489, 50.674;94;1;0
3.2054, 50.69255;3.20514, 50.69212;25;0;1
3.2054, 50.69255;3.20532, 50.69293;12;1;1
3.20541, 50.67618;3.20471, 50.67668;20;1;0
3.20541, 50.67618;3.20652, 50.67689;18;0;0
3.20542, 50.60925;3.20502, 50.60839;24;1;0
3.20542, 50.60925;3.20617, 50.6093;61;0;2
3.20542, 50.69954;3.20566, 50.69975;4;0;0
3.20547, 50.70889;3.20644, 50.70786;144;0;0
3.20547, 50.70889;3.20669, 50.70951;22;1;0
3.20551, 50.58849;3.20775, 50.58917;10;0;1
3.20551, 50.58849;3.20775, 50.58917;10;0;1
3.20552, 50.69858;3.20505, 50.69823;10;0;0
3.20552, 50.69858;3.20472, 50.69901;24;0;0
3.20552, 50.69858;3.20609, 50.69829;24;1;0
3.20552, 50.69858;3.20542, 50.69954;44;1;0
3.20552, 50.71044;3.20505, 50.71081;11;0;0
3.20552, 50.71044;3.20397, 50.70965;31;0;0
3.20554, 50.69026;3.20698, 50.68924;67;0;0
3.20554, 50.69026;3.20617, 50.69081;12;0;0
3.20555, 50.67492;3.20486, 50.67479;7;0;0
3.20557, 50.59364;3.20635, 50.5936;0;0;2
3.20557, 50.71168;3.20504, 50.71156;4;0;2
3.20557, 50.71168;3.20492, 50.71199;7;0;0
3.20558, 50.64339;3.20755, 50.6396;81;0;1
3.20558, 50.64339;3.20755, 50.6396;81;0;1
3.2056, 50.66624;3.20596, 50.66619;5;0;0
3.2056, 50.66624;3.20573, 50.6663;2;0;0
3.2056, 50.70669;3.20468, 50.7073;15;0;0
3.2056, 50.70669;3.20601, 50.70696;6;0;0
3.2056, 50.71114;3.20494, 50.71089;46;0;2
3.20564, 50.67045;3.20512, 50.66972;14;0;0
3.20564, 50.67045;3.20629, 50.67025;15;1;0
3.20565, 50.67201;3.2063, 50.67226;90;1;0
3.20565, 50.67201;3.20504, 50.67238;8;0;1
3.20566, 50.69975;3.20487, 50.70033;17;0;0
3.20567, 50.70271;3.2052, 50.70296;6;1;0
3.20567, 50.70271;3.20613, 50.70307;14;0;0
3.2057, 50.59656;3.20625, 50.59657;5;0;0
3.2057, 50.59656;3.20578, 50.59732;23;0;0
3.2057, 50.69715;3.20514, 50.69652;13;1;0
3.2057, 50.69715;3.2064, 50.69659;99;1;0
3.2057, 50.70424;3.20454, 50.70459;12;0;0
3.2057, 50.70424;3.20671, 50.70506;27;1;0
3.2057, 50.71435;3.20698, 50.71532;29;0;2
3.2057, 50.71435;3.2051, 50.71414;8;1;2
3.20571, 50.60046;3.20552, 50.60006;4;0;0
3.20572, 50.67287;3.2063, 50.67226;133;1;0
3.20572, 50.67287;3.20589, 50.67298;4;0;0
3.20573, 50.6663;3.20497, 50.66683;22;0;2
3.20573, 50.68172;3.20844, 50.6834;79;0;1
3.20573, 50.68172;3.20825, 50.68285;80;1;0
3.20576, 50.59141;3.20775, 50.58917;80;0;4
3.20576, 50.59141;3.20598, 50.59092;13;0;2
3.20576, 50.63682;3.2093, 50.63914;65;0;2
3.20576, 50.69617;3.20468, 50.69543;26;0;0
3.20576, 50.69617;3.20639, 50.69568;27;1;0
3.20577, 50.67738;3.20683, 50.67807;13;0;0
3.20577, 50.67738;3.20683, 50.67807;13;0;0
3.20577, 50.69967;3.20587, 50.70002;31;0;0
3.20577, 50.69967;3.20566, 50.69975;2;0;0
3.20577, 50.71023;3.20552, 50.71044;12;0;0
3.20579, 50.69093;3.20617, 50.69081;13;0;0
3.20579, 50.69093;3.20585, 50.69112;100;0;0
3.2058, 50.6926;3.2054, 50.69255;15;1;1
3.2058, 50.6926;3.20686, 50.69294;42;0;2
3.20585, 50.69112;3.20501, 50.69139;24;0;1
3.20586, 50.67553;3.20541, 50.67618;14;1;0
3.20586, 50.67553;3.20648, 50.67592;10;0;0
3.20587, 50.69283;3.2058, 50.6926;16;1;1
3.20589, 50.67298;3.2054, 50.67347;150;1;0
3.20589, 50.67298;3.20671, 50.6733;15;0;0
3.2059, 50.60759;3.20652, 50.60754;18;0;0
3.2059, 50.67171;3.20644, 50.67192;6;1;0
3.2059, 50.67171;3.20565, 50.67201;5;0;1
3.20592, 50.61052;3.20656, 50.61055;4;0;1
3.20592, 50.61052;3.20542, 50.60925;23;1;0
3.20595, 50.70616;3.2056, 50.70669;9;0;0
3.20596, 50.66619;3.20659, 50.66564;14;1;0
3.20596, 50.66619;3.20573, 50.6663;9;0;2
3.20596, 50.66619;3.20659, 50.66564;14;1;0
3.20597, 50.66375;3.20603, 50.66407;9;0;2
3.20597, 50.66375;3.20652, 50.6633;19;0;2
3.20599, 50.66728;3.20652, 50.66669;11;0;2
3.20599, 50.69767;3.20709, 50.6969;98;1;0
3.20599, 50.69767;3.20536, 50.69743;172;0;1
3.20601, 50.68421;3.20783, 50.68371;133;0;0
3.20601, 50.70696;3.20635, 50.7066;10;0;2
3.20601, 50.70696;3.20783, 50.708;34;0;0
3.20603, 50.59906;3.20515, 50.59903;35;0;0
3.20603, 50.59906;3.20581, 50.59876;8;0;0
3.20607, 50.71;3.20577, 50.71023;7;0;0
3.20607, 50.71;3.2072, 50.71052;18;0;2
3.20607, 50.71;3.20452, 50.70924;182;1;0
3.20609, 50.69829;3.20722, 50.69911;34;1;0
3.20609, 50.69829;3.20674, 50.69795;14;1;0
3.20612, 50.67146;3.20492, 50.67088;105;1;0
3.20612, 50.67146;3.2059, 50.67171;5;0;1
3.20613, 50.60162;3.20571, 50.60046;22;0;0
3.20613, 50.70246;3.20567, 50.70271;6;0;0
3.20613, 50.70246;3.20483, 50.70179;91;0;2
3.20616, 50.70582;3.20696, 50.70629;11;0;0
3.20616, 50.70582;3.20595, 50.70616;14;0;0
3.20617, 50.6093;3.20638, 50.60868;137;0;0
3.20617, 50.6093;3.20825, 50.60857;87;0;2
3.20617, 50.69081;3.20655, 50.69096;5;0;0
3.20617, 50.69081;3.20815, 50.69013;82;1;0
3.20617, 50.69472;3.20738, 50.69476;24;1;0
3.2062, 50.67136;3.20675, 50.67158;6;0;0
3.2062, 50.67136;3.20612, 50.67146;25;0;1
3.20621, 50.67504;3.20555, 50.67492;6;0;0
3.20621, 50.67504;3.20586, 50.67553;12;1;0
3.20622, 50.59457;3.20521, 50.5956;14;0;1
3.20622, 50.71122;3.2056, 50.71114;190;0;2
3.20622, 50.71122;3.20144, 50.7122;165;0;5
3.20623, 50.69909;3.20552, 50.69858;10;0;0
3.20623, 50.69909;3.20577, 50.69967;23;0;0
3.20625, 50.59657;3.20684, 50.59655;5;0;0
3.20625, 50.59657;3.20606, 50.59581;34;0;0
3.20625, 50.60823;3.20502, 50.60839;137;0;0
3.20625, 50.60823;3.20786, 50.60782;45;0;0
3.20625, 50.70311;3.20697, 50.70371;54;0;2
3.20626, 50.60958;3.20617, 50.6093;143;0;0
3.20628, 50.70396;3.20459, 50.70407;158;1;1
3.20628, 50.70396;3.2057, 50.70424;6;0;0
3.20629, 50.67025;3.2064, 50.67021;1;1;0
3.20629, 50.67025;3.20663, 50.67071;7;0;0
3.20629, 50.67704;3.20744, 50.67778;17;0;0
3.20629, 50.67704;3.20576, 50.67738;12;0;0
3.2063, 50.67226;3.20686, 50.67247;110;1;0
3.20631, 50.67957;3.20213, 50.67943;89;0;2
3.20631, 50.67957;3.2075, 50.6785;219;0;0
3.20635, 50.5936;3.20643, 50.59437;9;0;1
3.20637, 50.66835;3.208, 50.66889;15;0;2
3.20637, 50.70139;3.20529, 50.70167;12;0;0
3.20637, 50.70139;3.20487, 50.70033;24;0;0
3.20637, 50.70139;3.20687, 50.70102;10;0;0
3.20638, 50.60868;3.20587, 50.60873;15;0;2
3.20638, 50.60868;3.20625, 50.60823;131;0;0
3.20639, 50.69568;3.20544, 50.69516;18;0;2
3.20639, 50.69568;3.20698, 50.69524;12;1;0
3.20639, 50.70223;3.20529, 50.70167;21;0;0
3.20639, 50.70223;3.20613, 50.70246;13;0;0
3.2064, 50.67021;3.20671, 50.67013;4;1;0
3.2064, 50.67021;3.20473, 50.66784;187;0;2
3.2064, 50.69659;3.20768, 50.69562;60;1;0
3.2064, 50.69659;3.20576, 50.69617;23;0;0
3.2064, 50.69659;3.20709, 50.6969;16;0;0
3.20642, 50.7039;3.20628, 50.70396;2;0;0
3.20642, 50.7039;3.2052, 50.70296;16;0;0
3.20643, 50.59437;3.20622, 50.59457;2;0;1
3.20644, 50.67192;3.20759, 50.67237;15;1;0
3.20644, 50.67192;3.20675, 50.67158;8;0;0
3.20644, 50.70786;3.20468, 50.7073;90;0;0
3.20645, 50.6664;3.20596, 50.66619;4;0;0
3.20645, 50.6664;3.20704, 50.66591;39;1;0
3.20646, 50.59342;3.20635, 50.5936;2;0;1
3.20646, 50.59342;3.20736, 50.59337;5;0;2
3.20647, 50.60142;3.20571, 50.60046;8;0;11
3.20647, 50.60142;3.21218, 50.60237;76;0;4
3.20648, 50.67592;3.20728, 50.67642;13;1;0
3.20648, 50.67592;3.20722, 50.67545;19;1;0
3.20651, 50.70532;3.20616, 50.70582;16;0;0
3.20652, 50.59883;3.20709, 50.59895;9;0;0
3.20652, 50.59883;3.20603, 50.59906;6;0;0
3.20652, 50.60754;3.20665, 50.60779;8;0;0
3.20652, 50.60754;3.20639, 50.60729;2;0;0
3.20652, 50.6633;3.20587, 50.66289;18;0;2
3.20652, 50.6633;3.20693, 50.66349;10;0;2
3.20652, 50.66669;3.20659, 50.66663;1;0;0
3.20652, 50.67689;3.20629, 50.67704;4;0;0
3.20653, 50.67098;3.2062, 50.67136;8;0;1
3.20653, 50.67098;3.20564, 50.67045;19;1;0
3.20656, 50.61055;3.20659, 50.61039;138;0;0
3.20656, 50.61055;3.20758, 50.61053;7;0;1
3.20656, 50.61218;3.20762, 50.61242;167;1;0
3.20659, 50.61039;3.20626, 50.60958;131;0;0
3.20659, 50.61039;3.2071, 50.61038;6;1;0
3.20659, 50.66564;3.20682, 50.66575;36;1;0
3.20659, 50.66663;3.20698, 50.6668;14;0;2
3.20662, 50.69066;3.20589, 50.6901;34;0;2
3.20664, 50.68948;3.20733, 50.69002;41;0;2
3.20668, 50.69942;3.20722, 50.69911;76;1;0
3.20668, 50.69942;3.20623, 50.69909;5;0;0
3.20668, 50.70967;3.20607, 50.71;6;0;0
3.20668, 50.70967;3.20724, 50.70983;37;0;2
3.20669, 50.70951;3.20668, 50.70967;21;0;0
3.20669, 50.70951;3.20724, 50.70983;6;0;0
3.20671, 50.67013;3.20717, 50.67076;32;0;0
3.20671, 50.6733;3.20555, 50.67492;37;1;0
3.20671, 50.6733;3.20765, 50.67359;17;0;0
3.20671, 50.6733;3.2073, 50.67263;200;0;2
3.20671, 50.70506;3.20651, 50.70532;5;0;0
3.20672, 50.66653;3.20645, 50.6664;5;0;0
3.20672, 50.66653;3.20659, 50.66663;2;0;0
3.20672, 50.70298;3.20733, 50.70352;27;0;2
3.20674, 50.69795;3.20599, 50.69767;177;0;1
3.20674, 50.70061;3.20765, 50.70012;17;0;0
3.20674, 50.70061;3.20687, 50.70102;13;1;2
3.20675, 50.67158;3.20715, 50.67172;4;0;0
3.20676, 50.70926;3.20759, 50.70965;13;0;2
3.20676, 50.70926;3.20669, 50.70951;3;0;0
3.20682, 50.66575;3.20731, 50.66528;37;1;0
3.20682, 50.66575;3.20706, 50.66589;9;1;0
3.20683, 50.70553;3.20693, 50.70543;3;0;2
3.20684, 50.59655;3.20776, 50.59639;6;0;0
3.20684, 50.59655;3.2069, 50.59681;0;0;2
3.20686, 50.67247;3.20652, 50.67281;122;0;2
3.20686, 50.67247;3.2073, 50.67263;107;1;2
3.20687, 50.61933;3.20293, 50.61955;19;0;0
3.20687, 50.61933;3.19813, 50.6162;175;0;4
3.20687, 50.70102;3.20674, 50.70061;13;1;0
3.20689, 50.67086;3.2064, 50.67021;76;0;0
3.20689, 50.67086;3.20653, 50.67098;4;0;1
3.20689, 50.67517;3.20722, 50.67545;10;0;0
3.20689, 50.67517;3.20621, 50.67504;7;0;0
3.20689, 50.70178;3.20766, 50.70107;21;0;0
3.20689, 50.70178;3.20637, 50.70139;9;0;0
3.20692, 50.66999;3.20671, 50.67013;3;0;0
3.20692, 50.69105;3.21101, 50.69023;48;0;0
3.20693, 50.70543;3.20651, 50.70532;8;0;2
3.20693, 50.70543;3.20708, 50.7053;5;0;2
3.20693, 50.71077;3.2065, 50.71106;97;0;0
3.20693, 50.71077;3.20577, 50.71023;19;1;0
3.20693, 50.71077;3.20701, 50.71112;5;0;0
