original;connected;weight;SENS UNIQUE;trafic
3.20693, 50.71077;3.20723, 50.71092;4;0;2
3.20695, 50.66779;3.20986, 50.66905;47;0;2
3.20695, 50.66779;3.20637, 50.66835;17;0;1
3.20696, 50.70629;3.20752, 50.7066;8;0;0
3.20696, 50.70629;3.20869, 50.70643;25;0;0
3.20697, 50.66634;3.20672, 50.66653;4;0;0
3.20697, 50.70371;3.20642, 50.7039;5;0;0
3.20698, 50.68924;3.20765, 50.68876;22;0;0
3.20698, 50.69524;3.2072, 50.69489;7;0;0
3.20698, 50.71532;3.20734, 50.71538;5;1;2
3.207, 50.60953;3.20626, 50.60958;145;0;2
3.207, 50.60953;3.20689, 50.60925;4;0;2
3.207, 50.70885;3.20676, 50.70926;5;0;0
3.207, 50.70885;3.208, 50.70933;17;0;0
3.20701, 50.71112;3.20704, 50.71129;1;0;0
3.20701, 50.71112;3.20622, 50.71122;89;0;5
3.20702, 50.60527;3.20713, 50.60507;3;0;0
3.20702, 50.66519;3.2075, 50.66483;31;1;0
3.20702, 50.66519;3.20659, 50.66564;27;1;0
3.20702, 50.66519;3.20659, 50.66564;27;1;0
3.20702, 50.66519;3.2075, 50.66483;31;1;0
3.20702, 50.69052;3.20723, 50.69077;57;0;2
3.20703, 50.67657;3.20744, 50.67778;33;1;0
3.20703, 50.67657;3.20652, 50.67689;9;0;0
3.20704, 50.59297;3.20516, 50.59256;23;0;0
3.20704, 50.59297;3.20646, 50.59342;7;0;1
3.20704, 50.66591;3.20706, 50.66589;0;1;0
3.20704, 50.66591;3.20734, 50.66607;37;0;0
3.20704, 50.71129;3.20739, 50.71148;290;0;2
3.20704, 50.71129;3.20557, 50.71168;126;0;0
3.20706, 50.69125;3.21457, 50.68973;228;0;3
3.20706, 50.69125;3.20714, 50.69131;0;0;0
3.20707, 50.60482;3.20447, 50.60205;655;0;0
3.20707, 50.60482;3.20647, 50.60142;27;0;11
3.20708, 50.70191;3.20639, 50.70223;9;0;0
3.20708, 50.70191;3.20689, 50.70178;2;0;0
3.20709, 50.6969;3.2078, 50.69734;12;0;0
3.20709, 50.6969;3.20838, 50.696;28;1;0
3.20709, 50.71062;3.20693, 50.71077;2;0;0
3.20709, 50.71062;3.20737, 50.71077;7;0;2
3.2071, 50.61038;3.207, 50.60953;15;0;2
3.2071, 50.61038;3.20758, 50.61053;8;1;0
3.20711, 50.59577;3.20606, 50.59581;76;0;2
3.20713, 50.60507;3.21296, 50.60315;631;0;4
3.20713, 50.60507;3.20707, 50.60482;4;0;0
3.20715, 50.70471;3.20671, 50.70506;10;0;0
3.20715, 50.70471;3.2075, 50.7049;5;0;0
3.20717, 50.61124;3.20843, 50.61154;80;0;2
3.20717, 50.61124;3.20656, 50.61218;143;0;2
3.20717, 50.67076;3.20689, 50.67086;3;0;1
3.2072, 50.60542;3.20702, 50.60527;2;1;0
3.2072, 50.60542;3.20773, 50.60538;0;0;6
3.2072, 50.69489;3.20738, 50.69476;2;0;0
3.2072, 50.69489;3.20838, 50.696;30;0;2
3.2072, 50.70372;3.20697, 50.70371;2;0;0
3.2072, 50.71052;3.20709, 50.71062;2;0;0
3.20722, 50.67545;3.20811, 50.676;18;0;0
3.20724, 50.69982;3.20668, 50.69942;6;0;0
3.20724, 50.69982;3.20844, 50.6987;38;1;0
3.20724, 50.70983;3.20745, 50.70995;2;0;0
3.20728, 50.67642;3.20813, 50.67635;19;0;0
3.20728, 50.67642;3.20703, 50.67657;4;0;0
3.2073, 50.67263;3.20792, 50.67287;10;0;2
3.2073, 50.67263;3.20759, 50.67237;106;1;2
3.20731, 50.66528;3.20702, 50.66519;3;0;1
3.20731, 50.69042;3.20661, 50.68984;66;0;6
3.20733, 50.70352;3.2072, 50.70372;43;1;1
3.20734, 50.60614;3.20823, 50.60587;18;0;0
3.20734, 50.60614;3.2072, 50.60542;8;1;0
3.20734, 50.66607;3.20697, 50.66634;6;0;0
3.20734, 50.71538;3.20792, 50.71546;5;0;2
3.20734, 50.71538;3.20698, 50.71532;4;1;2
3.20735, 50.66742;3.20695, 50.66779;0;0;2
3.20738, 50.69476;3.20772, 50.69451;6;0;0
3.20738, 50.7083;3.20644, 50.70786;107;0;0
3.20738, 50.7083;3.207, 50.70885;7;0;0
3.20738, 50.7083;3.20825, 50.70911;26;0;0
3.20742, 50.60653;3.20734, 50.60614;29;1;0
3.20742, 50.60653;3.20574, 50.6068;31;0;2
3.20742, 50.66605;3.20734, 50.66607;1;0;0
3.20744, 50.67778;3.20818, 50.67827;14;0;0
3.20745, 50.70995;3.2072, 50.71052;8;0;0
3.20745, 50.70995;3.2081, 50.71023;15;0;2
3.2075, 50.66483;3.20764, 50.66474;35;1;0
3.2075, 50.66483;3.20764, 50.66474;35;1;0
3.2075, 50.66483;3.20744, 50.66353;53;0;0
3.2075, 50.6785;3.20683, 50.67807;15;0;0
3.2075, 50.7049;3.20877, 50.70469;13;0;0
3.2075, 50.7049;3.20735, 50.70517;8;0;2
3.20752, 50.7066;3.20893, 50.70739;59;0;0
3.20755, 50.59832;3.20706, 50.59787;9;0;2
3.20755, 50.59832;3.20652, 50.59883;15;0;0
3.20755, 50.60698;3.20876, 50.60638;209;0;2
3.20755, 50.60698;3.20742, 50.60653;9;1;0
3.20755, 50.6396;3.20866, 50.6396;13;0;1
3.20755, 50.67063;3.20771, 50.67106;2;0;6
3.20755, 50.67063;3.20717, 50.67076;4;0;1
3.20758, 50.61053;3.20913, 50.6105;12;0;1
3.20758, 50.61053;3.20717, 50.61124;17;0;2
3.20759, 50.64337;3.21075, 50.64142;44;0;2
3.20759, 50.64337;3.20558, 50.64339;14;0;0
3.2076, 50.70224;3.20708, 50.70191;9;0;0
3.20761, 50.60719;3.20755, 50.60698;3;1;0
3.20761, 50.60719;3.21, 50.60638;50;0;2
3.20761, 50.66715;3.20735, 50.66742;83;0;2
3.20762, 50.61242;3.20824, 50.61284;8;0;0
3.20764, 50.66474;3.2079, 50.66455;94;1;0
3.20764, 50.66474;3.2079, 50.66455;94;1;0
3.20765, 50.67359;3.20722, 50.67425;23;0;2
3.20765, 50.67359;3.20818, 50.67377;8;0;0
3.20765, 50.70012;3.20724, 50.69982;6;0;0
3.20768, 50.66619;3.20742, 50.66605;4;0;0
3.20768, 50.66619;3.20835, 50.66572;65;1;0
3.20768, 50.69562;3.20698, 50.69524;9;0;0
3.2077, 50.59751;3.2084, 50.59767;13;0;0
3.2077, 50.59751;3.20755, 50.59832;14;0;0
3.2077, 50.66538;3.20818, 50.66501;7;1;0
3.2077, 50.66538;3.20731, 50.66528;3;0;1
3.20772, 50.69451;3.20831, 50.69406;9;1;5
3.20772, 50.69451;3.20831, 50.69406;9;0;0
3.20773, 50.69028;3.20807, 50.69056;85;0;6
3.20776, 50.59639;3.20711, 50.59577;24;0;2
3.20776, 50.59639;3.20893, 50.59618;9;0;0
3.20776, 50.59639;3.20778, 50.59734;17;0;0
3.20777, 50.61326;3.20691, 50.61332;14;0;0
3.20777, 50.61326;3.20868, 50.61396;23;0;0
3.20778, 50.59734;3.20728, 50.59712;9;0;0
3.20778, 50.59734;3.2077, 50.59751;3;0;0
3.20778, 50.66698;3.20672, 50.66653;17;1;0
3.20778, 50.66698;3.20761, 50.66715;0;0;2
3.20779, 50.67852;3.2075, 50.6785;213;0;2
3.2078, 50.69734;3.20851, 50.69766;11;0;0
3.20782, 50.59264;3.20704, 50.59297;7;0;1
3.20782, 50.59264;3.20898, 50.59303;10;0;0
3.20783, 50.68371;3.20804, 50.68342;7;1;0
3.20783, 50.708;3.20832, 50.70834;12;0;0
3.20783, 50.708;3.20738, 50.7083;5;0;0
3.20786, 50.60782;3.20761, 50.60719;7;1;0
3.20789, 50.67041;3.20755, 50.67063;5;0;1
3.20789, 50.67041;3.20692, 50.66999;13;0;0
3.2079, 50.66455;3.20934, 50.66357;68;1;0
3.2079, 50.66455;3.20752, 50.66415;13;0;2
3.2079, 50.66455;3.20934, 50.66357;68;1;0
3.20792, 50.71546;3.20838, 50.71577;6;0;2
3.20793, 50.69671;3.20836, 50.69696;8;0;0
3.20795, 50.66684;3.20697, 50.66634;37;0;0
3.20795, 50.66684;3.20778, 50.66698;2;0;0
3.208, 50.66889;3.20923, 50.66943;14;1;0
3.208, 50.66889;3.20692, 50.66999;25;0;0
3.208, 50.70933;3.20892, 50.70976;16;0;0
3.20804, 50.68342;3.20825, 50.68285;7;1;0
3.20804, 50.68342;3.20573, 50.68172;32;1;0
3.20806, 50.66556;3.2077, 50.66538;4;0;1
3.20806, 50.66556;3.20833, 50.66536;39;0;0
3.20807, 50.70413;3.20886, 50.70471;44;0;2
3.20807, 50.70413;3.20715, 50.70471;12;1;0
3.20811, 50.70265;3.2076, 50.70224;9;0;0
3.20812, 50.6702;3.20789, 50.67041;4;0;1
3.20815, 50.69013;3.2101, 50.68966;53;0;0
3.20815, 50.69013;3.20698, 50.68924;21;0;0
3.20818, 50.66501;3.20764, 50.66474;7;1;0
3.20818, 50.66501;3.20843, 50.66481;11;1;0
3.20818, 50.67377;3.20831, 50.67532;34;0;0
3.20818, 50.67377;3.2083, 50.67381;1;0;0
3.20818, 50.67827;3.20779, 50.67852;6;0;0
3.20824, 50.61284;3.20777, 50.61326;33;0;0
3.20824, 50.61284;3.20995, 50.6141;25;0;0
3.20825, 50.60857;3.20786, 50.60782;12;1;0
3.20825, 50.68285;3.20881, 50.68295;7;1;0
3.20825, 50.70911;3.208, 50.70933;6;0;0
3.2083, 50.67381;3.20858, 50.67386;27;0;0
3.2083, 50.67381;3.20689, 50.67086;118;0;0
3.20831, 50.66653;3.20795, 50.66684;9;0;0
3.20831, 50.66653;3.20768, 50.66619;14;0;0
3.20831, 50.67532;3.20689, 50.67517;11;0;0
3.20831, 50.69406;3.20839, 50.69397;2;0;0
3.20832, 50.7006;3.20765, 50.70012;9;0;0
3.20832, 50.7006;3.20768, 50.701;14;0;0
3.20832, 50.70834;3.20867, 50.70851;4;0;0
3.20833, 50.66536;3.20852, 50.66519;91;0;0
3.20835, 50.66572;3.20806, 50.66556;3;0;1
3.20836, 50.69696;3.2078, 50.69734;72;1;0
3.20837, 50.61172;3.20901, 50.61188;5;0;0
3.20837, 50.61172;3.20762, 50.61242;14;0;0
3.20838, 50.696;3.20768, 50.69562;12;0;0
3.20839, 50.69397;3.20878, 50.69358;9;0;0
3.20839, 50.69397;3.2096, 50.69465;23;0;2
3.2084, 50.68373;3.20783, 50.68371;5;1;0
3.20843, 50.61154;3.20837, 50.61172;3;0;0
3.20843, 50.66481;3.2097, 50.66375;109;0;0
3.20844, 50.65903;3.20859, 50.65885;0;0;2
3.20844, 50.67533;3.20831, 50.67532;1;0;0
3.20844, 50.67533;3.2083, 50.67381;27;0;0
3.20844, 50.6834;3.21094, 50.68507;18;0;1
3.20844, 50.6987;3.20847, 50.69859;3;0;0
3.20844, 50.6987;3.20892, 50.70008;45;0;0
3.20846, 50.71855;3.20838, 50.71577;58;0;6
3.20847, 50.69859;3.20674, 50.69795;28;0;1
3.20848, 50.70645;3.20855, 50.70677;8;0;2
3.20848, 50.70645;3.20752, 50.7066;11;0;2
3.20851, 50.69766;3.20847, 50.69859;22;0;0
3.20852, 50.66519;3.20818, 50.66501;79;1;0
3.20853, 50.66582;3.20898, 50.66542;59;1;0
3.20853, 50.66582;3.20835, 50.66572;2;0;1
3.20856, 50.67534;3.20844, 50.67533;0;0;0
3.20856, 50.67534;3.209, 50.67538;3;0;0
3.20856, 50.6832;3.2084, 50.68373;7;1;0
3.20856, 50.6832;3.20908, 50.68365;7;1;0
3.20856, 50.70378;3.2072, 50.70372;11;0;1
3.20856, 50.70378;3.20807, 50.70413;7;1;0
3.20857, 50.70302;3.20811, 50.70265;166;1;0
3.20858, 50.67386;3.20856, 50.67534;26;0;0
3.20859, 50.65885;3.21118, 50.65803;84;0;0
3.20861, 50.70309;3.20733, 50.70352;21;1;1
3.20861, 50.70309;3.20857, 50.70302;175;1;0
3.20866, 50.6396;3.2093, 50.63914;11;0;1
3.20868, 50.66672;3.20923, 50.66625;10;1;0
3.20868, 50.66672;3.20831, 50.66653;6;0;0
3.20868, 50.70755;3.20783, 50.708;8;0;0
3.20868, 50.70755;3.20831, 50.70732;11;0;2
3.20868, 50.70755;3.20832, 50.70834;20;0;0
3.20869, 50.67852;3.20844, 50.67533;126;0;0
3.20869, 50.70643;3.20848, 50.70645;2;0;2
3.20873, 50.70188;3.20811, 50.70265;16;0;0
3.20873, 50.70188;3.20954, 50.70235;64;0;3
3.20874, 50.67929;3.2075, 50.6785;21;0;0
3.20874, 50.67929;3.20869, 50.67852;247;0;0
3.20877, 50.69622;3.20838, 50.696;7;0;0
3.20877, 50.69622;3.20836, 50.69696;67;1;0
3.20877, 50.70469;3.20835, 50.70511;15;0;2
3.20877, 50.70469;3.20886, 50.70471;1;0;0
3.20878, 50.69358;3.21093, 50.69452;33;0;0
3.20878, 50.69358;3.20587, 50.69283;56;0;0
3.20878, 50.69358;3.20971, 50.69278;12;0;0
3.20881, 50.68295;3.20892, 50.68295;0;0;0
3.20881, 50.68295;3.20856, 50.6832;4;1;0
3.20882, 50.59146;3.20782, 50.59264;15;0;1
3.20882, 50.59146;3.2108, 50.59054;41;0;2
3.20884, 50.60967;3.20825, 50.60857;111;1;0
3.20886, 50.68988;3.20835, 50.68962;1;0;2
3.20886, 50.70471;3.20948, 50.70501;8;0;0
3.20886, 50.70471;3.20939, 50.70429;101;0;0
3.20887, 50.59579;3.20671, 50.5949;49;0;2
3.20887, 50.59579;3.21014, 50.59545;22;0;2
3.20892, 50.68295;3.20868, 50.68329;4;0;0
3.20892, 50.68295;3.20894, 50.68281;64;0;0
3.20892, 50.70164;3.20873, 50.70188;5;0;0
3.20892, 50.70164;3.2076, 50.70224;35;0;2
3.20892, 50.70976;3.21125, 50.71084;42;0;0
3.20892, 50.70976;3.20865, 50.71025;17;0;2
3.20893, 50.59618;3.2091, 50.59616;2;0;0
3.20893, 50.59618;3.21059, 50.59592;12;0;2
3.20893, 50.70739;3.20868, 50.70755;2;0;0
3.20893, 50.70739;3.21053, 50.70825;37;0;2
3.20897, 50.67049;3.20812, 50.6702;10;1;0
3.20897, 50.67049;3.20874, 50.67106;31;0;6
3.20898, 50.59303;3.21012, 50.59254;24;0;6
3.20898, 50.59303;3.20977, 50.59401;27;0;0
3.20898, 50.66542;3.20852, 50.66519;74;1;0
3.20898, 50.66542;3.20905, 50.66536;92;0;0
3.209, 50.67538;3.20914, 50.67615;16;0;2
3.209, 50.67538;3.21023, 50.67544;11;0;0
3.20901, 50.61188;3.21009, 50.61241;11;0;0
3.20901, 50.61188;3.20963, 50.61143;17;0;0
3.20901, 50.69636;3.20851, 50.69766;20;0;0
3.20901, 50.69636;3.20877, 50.69622;5;0;0
3.20904, 50.6669;3.20868, 50.66672;5;1;0
3.20904, 50.6669;3.20978, 50.66665;42;1;0
3.20905, 50.66536;3.20843, 50.66481;77;1;0
3.20905, 50.66536;3.2095, 50.66553;9;0;0
3.20908, 50.68365;3.21037, 50.68452;14;1;0
3.20908, 50.68365;3.21152, 50.68412;28;1;0
3.2091, 50.59616;3.21059, 50.59592;10;0;0
3.2091, 50.59616;3.20887, 50.59579;18;0;2
3.20912, 50.66616;3.20853, 50.66582;7;0;1
3.20912, 50.66616;3.2094, 50.66608;3;1;1
3.20913, 50.6105;3.20843, 50.61154;22;0;0
3.20913, 50.6105;3.20884, 50.60967;18;1;0
3.20913, 50.6105;3.21128, 50.60986;17;0;1
3.20914, 50.67615;3.20951, 50.67616;10;0;2
3.20915, 50.70719;3.20985, 50.70751;14;0;0
3.20915, 50.70719;3.20893, 50.70739;2;0;0
3.2092, 50.69886;3.20968, 50.69853;9;0;0
3.2092, 50.69886;3.20847, 50.69859;17;0;1
3.20922, 50.59041;3.20775, 50.58917;16;0;1
3.20922, 50.59041;3.20882, 50.59146;19;0;1
3.20923, 50.66625;3.20912, 50.66616;2;1;1
3.20923, 50.66943;3.21071, 50.66997;25;0;0
3.20923, 50.66943;3.20812, 50.6702;20;0;1
3.20923, 50.70126;3.20832, 50.7006;11;0;0
3.20923, 50.70126;3.20892, 50.70164;6;0;0
3.20924, 50.67302;3.21007, 50.67326;55;0;3
3.20924, 50.67302;3.20858, 50.67386;17;0;0
3.20924, 50.70638;3.20869, 50.70643;7;0;2
3.20924, 50.70638;3.20885, 50.70667;20;0;2
3.20927, 50.70339;3.20861, 50.70309;9;1;1
3.20927, 50.70339;3.20856, 50.70378;8;0;1
3.20927, 50.70339;3.20972, 50.70336;4;0;1
3.20928, 50.7053;3.21035, 50.70611;16;0;0
3.20928, 50.7053;3.20866, 50.70564;15;0;0
3.20929, 50.67292;3.20805, 50.67206;40;0;0
3.20929, 50.67292;3.20924, 50.67302;1;0;0
3.2093, 50.63914;3.2116, 50.63831;30;0;1
3.20932, 50.67735;3.20902, 50.67723;4;0;2
3.20932, 50.67735;3.20932, 50.67746;2;0;2
3.20932, 50.67746;3.20899, 50.67755;4;0;2
3.20932, 50.67746;3.20935, 50.67806;13;0;2
3.20934, 50.66357;3.2103, 50.66291;16;0;0
3.20934, 50.66357;3.2103, 50.66291;16;0;0
3.20935, 50.67806;3.20921, 50.67868;12;0;2
3.20935, 50.67806;3.2091, 50.67792;4;0;2
3.20936, 50.70046;3.20847, 50.69859;194;0;3
3.20936, 50.70046;3.20975, 50.7005;0;0;3
3.20936, 50.70698;3.20915, 50.70719;3;0;0
3.20936, 50.70698;3.21027, 50.70766;29;0;2
3.20939, 50.70429;3.21022, 50.70362;114;0;0
3.20939, 50.70429;3.20977, 50.70448;82;0;2
3.2094, 50.66608;3.21094, 50.66514;23;0;0
3.2094, 50.66608;3.20943, 50.66618;1;1;1
3.20943, 50.66618;3.21015, 50.66648;10;1;1
3.20943, 50.66618;3.20923, 50.66625;2;1;1
3.20947, 50.70639;3.20924, 50.70638;3;0;2
3.20947, 50.70639;3.20962, 50.70622;0;0;2
3.20948, 50.70501;3.20928, 50.7053;5;0;0
3.20949, 50.66768;3.20778, 50.66698;98;1;0
3.20949, 50.66768;3.20987, 50.66732;57;1;0
3.20951, 50.67616;3.20914, 50.67615;41;0;2
3.20951, 50.67616;3.20988, 50.6761;53;0;2
3.20954, 50.66061;3.20844, 50.65903;332;0;2
3.20954, 50.70235;3.20857, 50.70302;82;0;3
3.2096, 50.69559;3.20997, 50.69512;15;0;2
3.2096, 50.69559;3.20901, 50.69636;16;0;2
3.20961, 50.67242;3.20929, 50.67292;13;0;0
3.20963, 50.61143;3.20986, 50.61157;5;0;2
3.20963, 50.61143;3.21008, 50.61125;10;0;0
3.20968, 50.69853;3.21089, 50.69757;114;0;2
3.20969, 50.67074;3.20879, 50.67186;39;0;0
3.20969, 50.67074;3.20897, 50.67049;9;1;0
3.2097, 50.66375;3.20934, 50.66357;5;1;0
3.2097, 50.66375;3.20934, 50.66357;5;1;0
3.20971, 50.69278;3.21015, 50.69257;4;0;0
3.20971, 50.69278;3.20714, 50.69131;57;0;0
3.20972, 50.68576;3.20865, 50.6871;32;0;6
3.20972, 50.70336;3.21022, 50.70362;8;0;0
3.20972, 50.70336;3.20977, 50.70233;15;0;0
3.20974, 50.70663;3.20947, 50.70639;17;0;2
3.20974, 50.70663;3.20936, 50.70698;5;0;0
3.20977, 50.59401;3.20643, 50.59437;67;0;2
3.20977, 50.59401;3.2099, 50.59417;2;0;0
3.20977, 50.69681;3.20901, 50.69636;30;0;0
3.20977, 50.69681;3.21049, 50.69641;0;0;2
3.20977, 50.70233;3.20954, 50.70235;1;0;3
3.20977, 50.70233;3.20982, 50.70169;10;0;0
3.20978, 50.66665;3.21003, 50.66696;5;0;0
3.20978, 50.66665;3.21015, 50.66648;73;1;0
3.2098, 50.70487;3.20948, 50.70501;5;0;0
3.20981, 50.66038;3.20953, 50.66011;1;0;2
3.20981, 50.66038;3.20954, 50.66061;7;0;0
3.20982, 50.70169;3.20923, 50.70126;8;0;0
3.20983, 50.59021;3.20922, 50.59041;5;0;0
3.20983, 50.59021;3.20988, 50.58773;72;0;4
3.20983, 50.69353;3.21137, 50.6932;61;0;0
3.20986, 50.66905;3.20923, 50.66943;12;0;1
3.20987, 50.66732;3.20904, 50.6669;12;1;0
3.20988, 50.58773;3.20993, 50.58723;14;0;4
3.20988, 50.58773;3.21864, 50.58261;108;0;4
3.2099, 50.59417;3.21111, 50.59582;27;0;0
3.2099, 50.67862;3.21004, 50.67823;8;0;2
3.2099, 50.67862;3.20981, 50.67886;4;0;2
3.20993, 50.66388;3.2097, 50.66375;3;1;0
3.20993, 50.66388;3.2097, 50.66375;3;1;0
3.20993, 50.66388;3.21041, 50.66352;15;0;0
3.20995, 50.6141;3.21006, 50.61433;3;0;0
3.20995, 50.66735;3.21065, 50.66686;35;1;0
3.20995, 50.66735;3.20987, 50.66732;1;1;0
3.20997, 50.69512;3.21008, 50.69519;3;0;2
3.20997, 50.69512;3.2096, 50.69465;98;0;2
3.21, 50.60638;3.21655, 50.60976;257;0;2
3.21, 50.60638;3.21259, 50.60878;315;0;2
3.21006, 50.61433;3.21018, 50.6153;13;0;0
3.21006, 50.61433;3.20846, 50.61564;56;0;2
3.21007, 50.67326;3.21045, 50.67299;18;0;0
3.21007, 50.67326;3.21095, 50.67346;65;0;3
3.21008, 50.61125;3.21049, 50.61097;8;0;2
3.21008, 50.61125;3.21071, 50.61162;14;0;0
3.21008, 50.69519;3.2096, 50.69559;8;0;2
3.21008, 50.69519;3.21054, 50.6954;11;0;2
3.21009, 50.61241;3.2113, 50.61302;23;0;0
3.21009, 50.61241;3.21094, 50.61186;71;0;2
3.2101, 50.66792;3.20949, 50.66768;54;1;0
3.2101, 50.68966;3.21056, 50.68929;6;1;1
3.21012, 50.61565;3.20883, 50.61562;46;0;0
3.21012, 50.61565;3.21029, 50.61588;22;0;0
3.21015, 50.66648;3.21065, 50.66686;9;1;1
3.21015, 50.69257;3.21062, 50.69282;4;0;0
3.21015, 50.69257;3.21075, 50.6921;11;0;0
3.21016, 50.67809;3.21017, 50.67803;0;0;2
3.21017, 50.67803;3.21017, 50.67796;0;0;2
3.21018, 50.6153;3.21111, 50.61493;19;0;2
3.21018, 50.6153;3.21012, 50.61565;4;0;0
3.21019, 50.68051;3.20874, 50.67929;16;0;0
3.21019, 50.68051;3.21166, 50.68016;191;1;0
3.2102, 50.68515;3.20972, 50.68576;14;0;6
3.21022, 50.70362;3.21102, 50.70415;20;0;0
3.21023, 50.67544;3.21081, 50.67563;319;1;0
3.21024, 50.67139;3.21124, 50.67171;15;0;0
3.21024, 50.67139;3.20961, 50.67242;24;0;0
3.21025, 50.69719;3.20977, 50.69681;10;0;0
3.21025, 50.69719;3.21102, 50.69659;20;0;2
3.21029, 50.61588;3.21092, 50.61636;37;0;0
3.21029, 50.61588;3.20903, 50.61642;23;0;2
3.21029, 50.66872;3.20735, 50.66742;69;0;2
3.21029, 50.66872;3.20986, 50.66905;9;0;1
3.2103, 50.66291;3.21099, 50.66245;10;0;0
3.2103, 50.66291;3.21099, 50.66245;10;0;0
3.2103, 50.66291;3.21114, 50.66343;20;0;0
3.21033, 50.66017;3.20981, 50.66038;7;0;0
3.21033, 50.66017;3.21005, 50.65988;18;0;2
3.21035, 50.70611;3.20974, 50.70663;8;0;0
3.21037, 50.68452;3.21094, 50.68507;45;0;0
3.21037, 50.68452;3.21071, 50.68454;4;0;0
3.21038, 50.68998;3.20585, 50.69112;58;0;1
3.21038, 50.68998;3.2101, 50.68966;5;1;1
3.21041, 50.70317;3.21048, 50.70287;3;0;2
3.21041, 50.70317;3.20972, 50.70336;7;0;1
3.21045, 50.67299;3.211, 50.67334;11;0;0
3.21045, 50.67299;3.21062, 50.67273;13;0;0
3.21046, 50.69735;3.21116, 50.69688;17;0;0
3.21046, 50.69735;3.21025, 50.69719;3;0;0
3.21052, 50.66813;3.2101, 50.66792;5;0;0
3.21052, 50.67665;3.2102, 50.67613;13;0;2
3.21052, 50.67665;3.21042, 50.67691;6;0;2
3.21054, 50.66018;3.21033, 50.66017;2;0;0
3.21056, 50.66765;3.21068, 50.66812;66;1;1
3.21056, 50.66765;3.2101, 50.66792;38;1;0
3.21056, 50.66765;3.20995, 50.66735;10;1;0
3.21056, 50.68509;3.21169, 50.68586;16;0;0
3.21056, 50.68929;3.21151, 50.68672;120;0;1
3.21056, 50.68929;3.21109, 50.68942;4;1;1
3.21059, 50.59592;3.21111, 50.59582;4;0;0
3.21062, 50.67273;3.20961, 50.67242;22;0;0
3.21062, 50.67273;3.21095, 50.67256;7;0;0
3.21062, 50.69282;3.21091, 50.69296;2;0;0
3.21062, 50.69282;3.21125, 50.69231;16;0;0
3.21064, 50.69917;3.21101, 50.69894;90;0;2
3.21064, 50.69917;3.20968, 50.69853;68;1;0
3.21065, 50.66686;3.21114, 50.66733;18;1;1
3.21065, 50.66686;3.21147, 50.66626;26;0;2
3.21067, 50.66051;3.2111, 50.66031;16;0;2
3.21067, 50.66051;3.21054, 50.66018;7;0;0
3.21067, 50.67874;3.21053, 50.67907;6;0;2
3.21067, 50.67874;3.2099, 50.67862;10;0;2
3.21068, 50.66812;3.2107, 50.66848;98;1;1
3.21068, 50.69941;3.2092, 50.69886;19;0;1
3.21068, 50.69941;3.20964, 50.70018;246;0;2
3.21069, 50.66428;3.21122, 50.66415;12;0;2
3.21069, 50.66428;3.20993, 50.66388;11;1;0
3.21069, 50.66428;3.20993, 50.66388;11;1;0
3.2107, 50.61352;3.20995, 50.6141;12;0;0
3.2107, 50.61352;3.2112, 50.6139;12;0;0
3.2107, 50.66848;3.21356, 50.66948;32;0;1
3.2107, 50.66848;3.21029, 50.66872;7;0;1
3.21071, 50.61162;3.21111, 50.61185;8;0;0
3.21071, 50.61162;3.21105, 50.61138;9;0;2
3.21071, 50.66997;3.21105, 50.67008;11;0;0
3.21071, 50.66997;3.20969, 50.67074;20;0;0
3.21071, 50.68454;3.21152, 50.68412;10;0;0
3.21071, 50.68454;3.21152, 50.68412;10;0;0
3.21071, 50.7007;3.21178, 50.69993;122;0;2
3.21075, 50.64142;3.20866, 50.6396;55;0;4
3.21075, 50.64142;3.21962, 50.63922;174;0;4
3.21075, 50.6921;3.21142, 50.69178;16;0;0
3.2108, 50.59054;3.22373, 50.58408;169;0;4
3.2108, 50.59054;3.20983, 50.59021;9;0;0
3.2108, 50.65144;3.21467, 50.65668;64;0;0
3.2108, 50.65144;3.20874, 50.6529;53;0;4
3.21081, 50.67563;3.21152, 50.67583;321;1;0
3.21081, 50.67563;3.21163, 50.67449;34;0;0
3.21082, 50.69946;3.21068, 50.69941;2;0;1
3.21082, 50.69946;3.21064, 50.69917;52;1;0
3.21083, 50.65992;3.21054, 50.66018;6;0;0
3.21083, 50.65992;3.21058, 50.65967;11;0;2
3.21085, 50.59198;3.21179, 50.59167;25;0;2
3.21085, 50.59198;3.21, 50.59127;21;0;2
3.21087, 50.68999;3.21101, 50.69023;27;0;0
3.21087, 50.68999;3.21038, 50.68998;4;1;1
3.21088, 50.67708;3.21102, 50.67801;17;0;2
3.21088, 50.67708;3.21171, 50.6774;14;0;2
3.21088, 50.67708;3.20932, 50.67735;22;0;2
3.21089, 50.69757;3.21046, 50.69735;7;0;0
3.21091, 50.69296;3.21137, 50.6932;4;0;0
3.21091, 50.69296;3.21021, 50.6935;72;0;6
3.21092, 50.61636;3.21024, 50.61672;13;0;2
3.21092, 50.61636;3.21101, 50.61645;1;0;0
3.21093, 50.68643;3.21169, 50.68586;13;0;0
3.21093, 50.68643;3.20972, 50.68576;34;0;2
3.21093, 50.69452;3.21343, 50.69522;18;0;0
3.21093, 50.69452;3.21008, 50.69519;12;0;2
3.21093, 50.69838;3.2116, 50.69784;138;0;2
3.21094, 50.66514;3.21203, 50.66548;35;0;0
